epoch,lr,tr_qrs,tr_nll,tr_mae_on,tr_mae_off,tr_coef_tau_on,tr_coef_tau_off,va_qrs,va_nll,va_mae_on,va_mae_off,ho_qrs,ho_nll,ho_mae_on,ho_mae_off,ho_coef_tau_on,ho_coef_tau_off
1023,1.8741928564971766e-05,12.616065470377604,8.916447957356771,5.071604919433594,12.137839762369792,14.798708089192708,14.89539794921875,13.23132080078125,8.494096069335937,4.9649658203125,12.03645751953125,24.26545375444313,10.63474248370853,7.671537715676837,26.767453162026065,6.405024668616706,13.000347119372037
1024,1.870799980210232e-05,12.375557454427083,8.90018310546875,5.0290771484375,12.080551147460938,14.790743001302083,14.894905598958333,12.981436767578124,8.516378173828125,5.062446594238281,11.869049072265625,24.45012820275474,10.524157194164692,7.764172883960308,26.974535322867297,6.85329636126333,12.732100211048579
1025,1.867365149746659e-05,12.527117919921874,8.904372151692709,5.039436340332031,12.139828491210938,14.795101928710938,14.894419352213541,12.909814453125,8.52642333984375,5.055823669433594,11.995079345703125,24.460208549318722,10.528570238447868,7.70458637255628,26.884430076273695,6.584091982005332,12.91501592120853
1026,1.8638885325152497e-05,12.49769287109375,8.896987915039062,5.019503275553386,11.936856079101563,14.79143575032552,14.894073486328125,13.05349609375,8.543155517578125,5.269351196289063,12.04681640625,24.126666172985782,10.51774242816943,7.663766291469194,26.733949200236967,6.58523169061019,13.214444562722157
1027,1.8603702979614225e-05,12.629905192057292,8.913803100585938,5.058221435546875,12.280275472005208,14.788542683919271,14.893440755208333,12.9573828125,8.527743530273437,4.897901000976563,12.06538818359375,24.474808390106634,10.509264616039692,7.661087686981635,26.998356968305686,6.7317582984671205,12.968280231783176
1028,1.8568106175589658e-05,12.488467407226562,8.905062866210937,4.997261047363281,12.134757486979167,14.793617757161458,14.892975870768229,12.978974609375,8.580682983398438,4.88576416015625,11.907509765625,23.93379739336493,10.437344953347157,7.608870519845971,26.37077902843602,6.878036137440758,13.171625074052132
1029,1.853209664801681e-05,12.551688639322917,8.898951212565104,5.050608825683594,11.997319539388021,14.7877685546875,14.892472330729166,13.01697509765625,8.519629516601562,4.811938171386719,11.91458984375,24.137653658175356,10.618904583827014,7.738414312425948,26.591324792654028,6.376801549540877,13.112857764366113
1030,1.8495676151949258e-05,12.532903035481771,8.891754150390625,5.038002014160156,12.114546712239584,14.787503051757813,14.891973876953125,12.997841796875,8.520153198242188,5.25716796875,12.00825439453125,23.828923374555686,10.483986226303317,7.629656027843602,26.29922615521327,6.613505141994964,13.25775927502962
1031,1.845884646247059e-05,12.655849202473958,8.906052652994791,5.016193135579427,12.244175211588542,14.787176513671875,14.891487630208333,13.022928466796875,8.542461547851563,4.9257440185546875,12.0733349609375,24.47417894697867,10.612768670393958,7.710166316461789,27.059001036729857,6.5149481172245265,13.064598915136257
1032,1.8421609374607905e-05,12.699024454752605,8.902740478515625,5.029002888997396,12.283482869466146,14.786758422851562,14.891260782877604,12.889161376953124,8.514769287109376,4.936461791992188,12.00236083984375,24.81149335382109,10.39719018438981,7.664830790876778,27.384710085900473,6.724563092417061,13.409095221786137
1033,1.838396670324435e-05,12.632462565104166,8.904213460286458,5.019465637207031,12.135254923502604,14.787184651692709,14.89049072265625,12.8764208984375,8.537839965820313,5.070616149902344,12.021451416015625,24.367816943127963,10.650051605079977,7.669589797467417,26.747574792654028,6.2202657545912325,13.296696812055687
1034,1.8345920283030616e-05,12.646097819010416,8.911998494466145,5.047360738118489,12.111465454101562,14.788056437174479,14.88999735514323,12.9245849609375,8.550101318359374,4.874186096191406,11.95578125,24.252189166172986,10.602768161285544,7.628275649807464,26.755563166469194,6.212179030287322,12.821171041913507
1035,1.8307471968295544e-05,12.757508341471354,8.896273803710937,5.090220133463542,12.294253540039062,14.780421956380208,14.889510091145834,12.85265625,8.560491333007812,4.833340759277344,11.9377099609375,24.457986985337676,10.458507664395734,7.697624315017772,26.98420838270142,6.682418750925652,13.034811444757109
1036,1.826862363295575e-05,12.617796834309896,8.912483723958333,5.061128234863281,12.267957560221355,14.782407633463542,14.889039103190104,12.944381103515624,8.503024291992187,5.24331298828125,12.018433837890624,24.49000296208531,10.504345934537914,7.621779310759774,26.935639440165875,6.338022530361374,13.228438101673579
1037,1.8229377170424292e-05,12.364806111653646,8.888711547851562,5.013890075683594,12.003988647460938,14.7802490234375,14.888571166992188,12.5715673828125,8.552893676757812,5.2564111328125,11.71968994140625,24.068227469638625,10.585868076125593,7.589066202606635,26.456883145734597,6.4397499120630926,13.11262866558057
1038,1.8189734493518396e-05,12.683646647135417,8.89842529296875,5.018252563476563,12.230131022135417,14.781736246744792,14.888053385416667,12.8564013671875,8.512496948242188,4.985150451660156,11.71217041015625,24.20593435278436,10.590570386552132,7.622813147956161,26.72028195349526,6.210246153917358,13.244772382257109
1039,1.8149697534366197e-05,12.3005126953125,8.884352620442709,4.937702433268229,11.887738037109376,14.780220540364583,14.88828633626302,13.0042724609375,8.565197143554688,4.993208923339844,11.84445556640625,23.912738818127963,10.593541728376778,7.606206957197867,26.406125037026065,6.31442304132109,13.14752110485782
1040,1.81092682443126e-05,12.546854654947916,8.883370971679687,5.113321431477865,12.108217366536458,14.78084004720052,14.886986287434896,13.0083984375,8.528287963867188,4.87984619140625,11.9360302734375,24.277452514069907,10.563337714751185,7.642001906842417,26.62005702014218,6.262997306353673,13.300240900844194
1041,1.8068448593824167e-05,12.555271402994792,8.897547403971354,5.018670654296875,12.193467203776041,14.7792724609375,14.886427815755209,13.02302978515625,8.572318115234374,4.921258544921875,11.98146240234375,24.251980894549764,10.504174688981042,7.668734726747631,26.71445497630332,6.585945020919728,13.28118983264218
1042,1.8027240572393077e-05,12.5798828125,8.893944295247396,5.062379964192709,12.137511189778646,14.777982584635417,14.885941569010416,12.7632958984375,8.52205078125,4.999782104492187,12.003529052734375,24.51531027843602,10.488642254146919,7.64932381146327,26.91322941350711,6.349688055390995,13.370072061981634
1043,1.7985646188440157e-05,12.516668701171875,8.883321126302084,5.134794108072916,11.999425252278646,14.773785400390626,14.886012776692708,12.6838427734375,8.525823364257812,5.17611572265625,11.79300048828125,24.314952976895736,10.380086455864928,7.597211358671505,26.725618335308056,6.651742076421801,13.506123185722748
1044,1.7943667469217e-05,12.590225219726562,8.896700032552083,5.0174560546875,12.11350809733073,14.774695841471354,14.885283406575521,12.959814453125,8.530128173828125,5.043839416503906,11.71772216796875,24.259499500148106,10.438668635219194,7.605916533989929,26.852881553613745,6.565742094934834,13.363302077162322
1045,1.790130646070716e-05,12.56446533203125,8.898106892903646,4.986246236165365,12.113643391927083,14.776636759440104,14.884691365559895,12.9029248046875,8.530624389648438,5.129677734375,12.00557373046875,24.070571682464454,10.615130239188389,7.6082196710234005,26.613040580568722,6.316438647808057,13.322825644253555
1046,1.7858565227526422e-05,12.490692138671875,8.89899393717448,5.04233652750651,12.117420450846355,14.777597045898437,14.884242757161458,12.957060546875,8.570029296875,4.80275146484375,12.0195751953125,24.554992965047393,10.478635959715639,7.53671134478673,26.96760913433057,6.558385478376778,13.365030731635072
1047,1.78154458528222e-05,12.324476114908855,8.900026448567708,4.9544011433919275,11.927555338541667,14.775260416666667,14.883754475911458,13.3268994140625,8.525443115234374,5.070565185546875,11.97214111328125,24.332929132109005,10.68191484930391,7.714552748259774,26.938916247037916,6.294268133515995,13.209322237855451
1048,1.7771950438171985e-05,12.414749145507812,8.873849487304687,4.993719991048177,12.057879638671874,14.77362772623698,14.883040364583334,12.91580810546875,8.514212646484374,5.053948059082031,12.01196533203125,24.146495945645736,10.557030555761257,7.554228145364337,26.629415358412324,6.4977454596786135,13.125344805242891
1049,1.772808110348092e-05,12.500886027018229,8.881280517578125,5.085706075032552,12.07993876139323,14.773747762044271,14.882464599609374,13.142364501953125,8.5495556640625,4.888684692382813,11.86185791015625,24.197668283471565,10.78934019549763,7.601523159804502,26.733907545912324,6.0292274511255926,13.058265143661137
1050,1.7683839986878492e-05,12.397029622395833,8.88134765625,5.074425252278646,11.96400655110677,14.770780436197917,14.882007853190105,12.73307373046875,8.534283447265626,4.975350341796875,11.93406005859375,24.38340491706161,10.515884182464456,7.620711918690758,26.876145493927726,6.503923605968602,13.408569914469787
1051,1.7639229244614294e-05,12.55553487141927,8.877970377604166,5.0796152750651045,12.053806559244792,14.772811889648438,14.881480916341145,12.953695068359375,8.517388305664063,4.873576049804687,11.7923583984375,24.095194016587676,10.726998713344194,7.616413423800355,26.525388310870852,6.0933288284952605,13.17941674688981
1052,1.759425105095299e-05,12.511116536458333,8.884211222330729,5.092919413248698,12.070029703776042,14.774159749348959,14.880983479817708,13.060108642578125,8.549592895507812,4.987367553710937,11.915928955078124,24.40907323755924,10.43887459271327,7.578038220156991,26.854818479709717,6.836503304576421,13.189180057760664
1053,1.7548907598068276e-05,12.47159932454427,8.886855061848959,5.049881998697916,12.072911580403646,14.777085367838541,14.881060791015624,13.03353759765625,8.51342041015625,5.087236938476562,11.93902587890625,24.10607736596564,10.794887163062796,7.702007275622038,26.547391050799764,5.922543204791173,13.090789071756516
1054,1.7503201095936064e-05,12.56575927734375,8.885130818684896,5.0428415934244795,12.137327067057292,14.77036844889323,14.880177815755209,13.358834228515626,8.535218505859374,5.039544677734375,11.99780517578125,24.07213834789692,10.677220638329384,7.637852673281991,26.577310426540283,6.210574181723934,13.157853691498815
1055,1.74571337722268e-05,12.60591532389323,8.884227498372395,4.98898671468099,12.14609375,14.771525065104166,14.879502360026041,12.900062255859375,8.593834838867188,4.925468444824219,11.79589111328125,23.734939647511847,10.52338427502962,7.540611230931576,26.16730922319313,6.526001555094787,13.356016041543246
1056,1.7410707872196848e-05,12.419621785481771,8.879883829752604,4.960040283203125,11.977560424804688,14.778202311197917,14.879036458333333,13.065068359375,8.5283544921875,5.059911193847657,11.957530517578125,24.018513033175356,10.720071367742891,7.593453791469194,26.61088381220379,6.093854135811611,13.224957651436611
1057,1.7363925658579074e-05,12.641859944661459,8.899216715494791,5.0839589436848955,12.200403849283854,14.771445719401042,14.879052734375,13.112041015625,8.54625244140625,5.079887390136719,11.93556640625,24.102830642772513,10.52753813684834,7.58254961492891,26.605089232819907,6.539866659878554,13.451055011478081
1058,1.7316789411472566e-05,12.363405354817708,8.87559814453125,4.992440287272135,11.972722371419271,14.771641031901042,14.87815450032552,13.18239501953125,8.533251953125,5.252559204101562,11.9489111328125,23.86364225414692,10.566170208827014,7.587879054354265,26.3951329235782,6.402295731820201,13.555835308056873
1059,1.7269301428231523e-05,12.505594889322916,8.875127156575521,5.068668111165365,12.059818522135417,14.767760213216146,14.877939860026041,12.97748046875,8.565948486328125,4.8373480224609375,12.016455078125,24.183154065462084,10.641805205864928,7.69936916839455,26.705429872630333,6.345971563981043,13.435401084863743
1060,1.7221464023353236e-05,12.503590901692709,8.86830342610677,4.993882242838541,12.110506184895833,14.7634033203125,14.877264404296875,12.83791015625,8.534255981445312,4.906642456054687,11.94796875,24.163224785248815,10.609693192757701,7.606333077236374,26.55944997778436,6.274919699718602,13.256253934019549
1061,1.7173279528365345e-05,12.582546997070313,8.888222249348958,5.04990234375,12.204361979166666,14.76357421875,14.876729329427084,12.93359619140625,8.532200927734374,5.013750610351562,11.9131005859375,24.05865160322867,10.718333456753555,7.653573709641588,26.487188981042653,6.089554483856635,13.11843481561019
1062,1.7124750291712146e-05,12.4429443359375,8.884919230143229,4.977952575683593,12.085032145182291,14.761354573567708,14.876251220703125,12.697218017578125,8.55072998046875,4.968662719726563,11.8312353515625,24.04639366113744,10.904229765254739,7.590531046356635,26.549682038655213,5.741897076792061,13.056699635293246
1063,1.707587867864018e-05,12.33170878092448,8.876118977864584,5.03919677734375,11.955259195963542,14.759493001302083,14.876010131835937,13.095267333984374,8.535313720703124,5.010530395507812,11.790518798828124,24.273860985633885,10.586064777103081,7.560173143142772,26.695525399881518,6.412967916913507,13.600530398400474
1064,1.702666707108291e-05,12.604629516601562,8.886122639973959,4.9887939453125,12.168711344401041,14.760432942708333,14.875344848632812,12.79919677734375,8.506553955078125,5.20748779296875,11.898770751953125,24.38756803539692,10.60395415247334,7.599442179169135,26.961303132405213,6.059679076569905,13.49349845416173
1065,1.6977117867544653e-05,12.46019795735677,8.871657307942709,5.123907470703125,11.924249267578125,14.762942504882812,14.87486572265625,13.039149169921876,8.545905151367187,4.916111450195313,11.904337158203125,24.555747371149288,10.641839917802132,7.591066767254147,27.185708864040283,6.228890513921801,13.596152066054502
1066,1.6927233482983712e-05,12.48209940592448,8.886688232421875,5.052461242675781,12.031383260091145,14.761754353841146,14.874966430664063,13.011513671875,8.516151123046875,5.077820739746094,11.80918212890625,24.05452782508886,10.677345601303317,7.547223276436611,26.617275436907583,5.992744048059834,13.514871750962678
1067,1.6877016348694603e-05,12.58314717610677,8.873691813151042,4.923884582519531,12.224671427408854,14.757494099934895,14.874098714192709,12.9827001953125,8.536602783203126,5.07357421875,11.66544677734375,24.040224192831754,10.47346850933057,7.540989591047097,26.546613503406398,6.53695722100859,13.446763458975118
1068,1.6826468912189596e-05,12.515243530273438,8.874000040690104,5.030210876464844,12.115714518229167,14.76057840983073,14.87346700032552,12.880997314453126,8.517127075195312,5.007625122070312,11.88810302734375,23.944729339454977,10.718522058279028,7.505271586196683,26.441364595675356,5.991824181723934,13.327788294209123
1069,1.6775593637079436e-05,12.454720052083333,8.859828694661458,4.969784545898437,12.14722900390625,14.758701578776042,14.872980753580729,12.694796142578125,8.567929077148438,4.892533874511718,11.876318359375,24.474711196682463,10.575094647882109,7.573848489336493,27.064950662766588,6.447778204606043,13.320152825088863
1070,1.6724393002953275e-05,12.450348917643229,8.873060099283855,5.043270365397135,11.9488037109375,14.764040120442708,14.87249043782552,12.916944580078125,8.54110595703125,4.980400695800781,11.832470703125,23.871156231486967,10.650620880850118,7.5674458725192535,26.324621408471565,6.170133617816943,13.645062342639218
1071,1.667286950525777e-05,12.598699951171875,8.871307373046875,5.089324951171875,12.171478271484375,14.756184895833334,14.872193400065104,13.18353515625,8.496376953125,5.069319763183594,11.96356201171875,24.273840158471565,10.705708725192535,7.595747093453792,26.79133034656398,5.933154065462086,13.801653676688389
1072,1.6621025655175516e-05,12.376409912109375,8.878778076171875,4.972330729166667,11.97666524251302,14.757442220052083,14.87172139485677,13.161689453125,8.501710205078124,4.891793212890625,11.96933837890625,24.22883960308057,10.759496028954384,7.566230376184834,26.792033841824644,5.890185315462086,13.711863151658768
1073,1.6568863979502617e-05,12.452437337239584,8.875252278645833,4.926658121744792,11.975722249348959,14.75685323079427,14.8711669921875,13.02032470703125,8.502905883789062,4.872685546875,11.7433203125,23.993904583827014,10.708869825607227,7.636602465010367,26.396352469638625,5.996216977377073,13.463332623667062
1074,1.6516387020525564e-05,12.434661865234375,8.875663248697917,5.008699544270834,12.048215738932292,14.75398457845052,14.870706176757812,12.9568310546875,8.51105712890625,5.07456787109375,11.780223388671875,24.035505683501185,10.76877221563981,7.563408295690166,26.550205031842417,5.91967599877814,13.4560546875
1075,1.646359733589731e-05,12.479993693033855,8.869293212890625,4.911318461100261,12.029503377278646,14.755678304036458,14.870231119791667,13.10795166015625,8.505446166992188,4.880129699707031,12.0041552734375,24.46044227636256,10.724436972378555,7.5067832910619074,26.86191591380332,5.879196673207939,13.641151464380924
1076,1.6410497498512595e-05,12.291081746419271,8.870494588216145,4.937813822428385,12.013150024414063,14.75758056640625,14.869780476888021,12.77352783203125,8.506876220703125,5.078104858398437,11.84614501953125,24.12901732819905,10.71329559760071,7.586307760663507,26.660061370704977,6.086386441054502,13.482352451125593
1077,1.635709009638259e-05,12.502545166015626,8.864178466796876,5.020106506347656,12.11732889811198,14.75988057454427,14.869288126627604,13.25070556640625,8.521912841796874,5.2257757568359375,11.9207421875,24.441396993483412,10.641476599526067,7.529573991965344,26.75425105524289,6.1411786553984005,13.408906620260664
